id,resolved,first_observed,last_observed,observations,min_cust_aff,max_cust_aff,min_start,max_etr,last_cause,longitude,latitude,county,neighborhood
68191,1,"2022-09-24T00:04:36Z","2022-09-29T21:28:12Z",822,898,956,"2022-09-23T23:48:04Z","2022-10-02T02:01:00Z","High Winds and Rain",-62.54884,45.64812,"Pictou",
68199,1,"2022-09-24T00:14:36Z","2022-10-03T19:47:04Z",1387,4,4,,,,-62.6843,45.66368,"Pictou",
68217,1,"2022-09-24T00:34:37Z","2022-10-03T22:16:47Z",1400,4,4,"2022-09-24T00:18:01Z","2022-10-07T02:00:00Z","High Winds and Rain",-62.66992,45.50388,"Pictou",
68214,1,"2022-09-24T00:34:37Z","2022-10-02T01:07:35Z",1129,20,21,"2022-09-24T00:08:03Z","2022-10-03T02:00:00Z","High Winds and Rain",-61.96914,45.38497,"Guysborough",
68221,1,"2022-09-24T00:34:37Z","2022-09-30T15:28:00Z",927,4,4,"2022-09-23T23:47:38Z","2022-10-03T02:00:00Z","High Winds and Rain",-62.43125,45.57549,"Pictou",
68213,1,"2022-09-24T00:34:37Z","2022-09-29T20:58:13Z",816,258,272,"2022-09-24T00:18:40Z","2022-10-02T02:00:00Z","High Winds and Rain",-62.20822,45.38431,"Pictou",
68216,1,"2022-09-24T00:34:37Z","2022-09-29T19:38:09Z",808,623,640,"2022-09-24T00:18:26Z","2022-09-30T02:00:00Z","High Winds and Rain",-60.51011,46.0875,"Cape Breton",
68215,1,"2022-09-24T00:34:37Z","2022-09-29T17:08:02Z",793,980,1033,"2022-09-24T00:11:00Z","2022-10-01T02:00:00Z","High Winds and Rain",-62.33506,45.62026,"Pictou",
68241,1,"2022-09-24T00:54:37Z","2022-10-06T13:15:41Z",1758,4,4,"2022-09-24T00:44:00Z","2022-10-07T02:00:00Z","High Winds and Rain",-62.81792,45.76158,"Pictou",
68238,1,"2022-09-24T00:54:37Z","2022-10-05T23:05:51Z",1690,4,4,"2022-09-24T00:48:47Z","2022-10-10T02:01:00Z","High Winds and Rain",-62.08635,45.3826,"Guysborough",
68246,1,"2022-09-24T00:54:37Z","2022-09-29T17:08:02Z",791,4,4,"2022-09-24T00:35:12Z","2022-10-05T02:00:00Z","High Winds and Rain",-61.9842,45.13881,"Guysborough",
68307,1,"2022-09-24T01:14:39Z","2022-09-30T20:47:52Z",955,4,4,"2022-09-24T00:40:18Z","2022-10-02T02:00:00Z","High Winds and Rain",-63.61669,44.80139,"Halifax",
68346,1,"2022-09-24T01:24:41Z","2022-09-30T11:48:02Z",900,4,4,"2022-09-24T01:13:40Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.80337,45.59798,"Pictou",
68340,1,"2022-09-24T01:24:41Z","2022-09-29T12:08:07Z",760,4,4,"2022-09-24T01:09:14Z","2022-10-03T02:00:00Z","High Winds and Rain",-64.03247,44.99251,"Hants",
68398,1,"2022-09-24T01:34:43Z","2022-10-02T23:56:59Z",1260,4,4,"2022-09-24T01:20:07Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.81664,45.59434,"Pictou",
68361,1,"2022-09-24T01:34:43Z","2022-10-01T14:57:35Z",1062,4,4,,,,-62.82194,45.62352,"Pictou",
68427,1,"2022-09-24T01:44:44Z","2022-10-03T20:16:59Z",1381,4,4,"2022-09-24T01:37:51Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.94544,44.98675,"Halifax",
68436,1,"2022-09-24T01:44:44Z","2022-10-02T00:57:29Z",1121,36,38,"2022-09-24T00:25:31Z","2022-10-02T02:00:00Z","High Winds and Rain",-61.97032,45.36441,"Guysborough",
68452,1,"2022-09-24T01:44:44Z","2022-09-30T17:57:58Z",935,4,4,"2022-09-24T01:32:54Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.80983,45.61889,"Pictou",
68505,1,"2022-09-24T01:54:47Z","2022-10-05T01:56:16Z",1557,4,4,"2022-09-24T01:47:13Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.68153,45.70595,"Pictou",
68489,1,"2022-09-24T01:54:47Z","2022-10-02T18:27:17Z",1225,4,4,"2022-09-24T01:47:07Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.80792,45.59683,"Pictou",
68531,1,"2022-09-24T01:54:47Z","2022-09-30T12:47:55Z",903,4,4,"2022-09-24T01:42:12Z","2022-10-02T02:00:00Z","High Winds and Rain",-62.67554,45.49491,"Pictou",
68511,1,"2022-09-24T01:54:47Z","2022-09-30T04:48:04Z",855,4,4,"2022-09-24T01:41:16Z","2022-10-03T02:00:00Z","High Winds and Rain",-64.33182,45.3746,"Cumberland",
68647,1,"2022-09-24T02:04:54Z","2022-10-01T02:38:01Z",985,4,4,"2022-09-24T01:50:41Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.67926,45.49937,"Colchester",
68570,1,"2022-09-24T02:04:54Z","2022-09-30T04:48:04Z",854,4,4,"2022-09-24T01:53:16Z","2022-10-03T02:00:00Z","High Winds and Rain",-64.32845,45.38267,"Cumberland",
68612,1,"2022-09-24T02:04:54Z","2022-09-29T12:18:23Z",757,4,4,"2022-09-24T01:51:56Z","2022-10-05T02:00:00Z","High Winds and Rain",-61.97447,45.17581,"Guysborough",
68738,1,"2022-09-24T02:14:54Z","2022-10-01T10:17:49Z",1030,4,4,"2022-09-24T01:59:20Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.39288,45.27928,"Guysborough",
68712,1,"2022-09-24T02:14:54Z","2022-09-30T04:57:57Z",854,4,4,"2022-09-24T02:01:00Z","2022-10-03T02:00:00Z","High Winds and Rain",-62.15185,45.2745,"Guysborough",
68741,1,"2022-09-24T02:14:54Z","2022-09-30T04:57:57Z",854,4,4,"2022-09-24T01:59:41Z","2022-10-03T02:00:00Z","High Winds and Rain",-62.08235,45.26343,"Guysborough",
68650,1,"2022-09-24T02:14:54Z","2022-09-30T04:48:04Z",853,4,4,"2022-09-24T01:59:03Z","2022-10-03T02:00:00Z","High Winds and Rain",-64.39189,45.36997,"Cumberland",
68870,1,"2022-09-24T02:24:59Z","2022-10-03T00:27:06Z",1258,4,4,"2022-09-24T02:16:09Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.33839,45.43059,"Colchester",
68847,1,"2022-09-24T02:24:59Z","2022-09-30T11:37:51Z",893,4,4,"2022-09-24T02:15:17Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.80369,45.60234,"Pictou",
68823,1,"2022-09-24T02:24:59Z","2022-09-30T04:57:57Z",853,4,4,"2022-09-24T02:08:00Z","2022-10-03T02:00:00Z","High Winds and Rain",-64.4102,45.37395,"Cumberland",
68931,1,"2022-09-24T02:35:03Z","2022-10-03T20:46:54Z",1379,4,4,"2022-09-24T02:21:54Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.69089,45.44897,"Pictou",
68881,1,"2022-09-24T02:35:03Z","2022-10-03T00:27:06Z",1257,4,4,"2022-09-24T02:16:57Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.36641,45.42673,"Colchester",
68886,1,"2022-09-24T02:35:03Z","2022-10-01T22:07:36Z",1099,4,4,"2022-09-24T02:14:36Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.5683,45.53709,"Pictou",
68934,1,"2022-09-24T02:35:03Z","2022-09-30T12:37:56Z",898,4,4,"2022-09-24T02:17:46Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.22542,44.91699,"Halifax",
68989,1,"2022-09-24T02:45:08Z","2022-10-03T23:26:39Z",1394,12,14,"2022-09-24T02:11:40Z","2022-10-06T02:00:00Z","High Winds and Rain",-63.25325,45.25077,"Colchester",
69032,1,"2022-09-24T02:45:08Z","2022-09-30T04:57:57Z",851,4,4,"2022-09-24T02:33:12Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.23976,44.91912,"Halifax",
69065,1,"2022-09-24T02:45:08Z","2022-09-29T19:28:09Z",794,4,4,"2022-09-24T02:29:48Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.24217,44.94681,"Halifax",
69255,1,"2022-09-24T02:55:14Z","2022-10-07T17:35:14Z",1910,4,4,"2022-09-24T02:38:05Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.71916,45.47708,"Pictou",
69262,1,"2022-09-24T02:55:14Z","2022-10-07T14:15:19Z",1890,4,4,"2022-09-24T02:37:02Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.71282,45.48452,"Pictou",
69239,1,"2022-09-24T02:55:14Z","2022-10-06T14:05:42Z",1751,4,4,"2022-09-24T02:43:35Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.74238,45.60376,"Pictou",
69153,1,"2022-09-24T02:55:14Z","2022-10-05T10:16:17Z",1601,4,4,"2022-09-24T02:47:56Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.70431,45.42353,"Pictou",
69271,1,"2022-09-24T02:55:14Z","2022-10-05T00:56:16Z",1545,4,4,"2022-09-24T02:38:06Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.34403,45.42872,"Colchester",
69181,1,"2022-09-24T02:55:14Z","2022-10-04T21:06:30Z",1522,4,4,"2022-09-24T02:47:28Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.42598,45.5817,"Pictou",
69204,1,"2022-09-24T02:55:14Z","2022-10-03T14:47:17Z",1341,4,4,"2022-09-24T02:43:43Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.49965,45.40092,"Pictou",
69257,1,"2022-09-24T02:55:14Z","2022-10-02T19:47:17Z",1227,4,4,"2022-09-24T02:35:59Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.63618,45.47881,"Pictou",
69228,1,"2022-09-24T02:55:14Z","2022-10-01T20:37:47Z",1088,4,4,"2022-09-24T02:40:48Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.61379,45.42318,"Pictou",
69291,1,"2022-09-24T02:55:14Z","2022-10-01T20:27:44Z",1087,4,4,"2022-09-24T02:38:12Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.61544,45.44678,"Pictou",
69137,1,"2022-09-24T02:55:14Z","2022-10-01T18:57:36Z",1078,4,4,"2022-09-24T02:45:35Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.61252,45.44181,"Pictou",
69227,1,"2022-09-24T02:55:14Z","2022-10-01T11:57:33Z",1036,4,4,"2022-09-24T02:39:50Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.60593,45.55454,"Pictou",
69285,1,"2022-09-24T02:55:14Z","2022-10-01T02:48:10Z",981,4,4,"2022-09-24T02:36:36Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.66221,45.4726,"Pictou",
69293,1,"2022-09-24T02:55:14Z","2022-10-01T02:48:10Z",981,4,4,"2022-09-24T02:36:29Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.65721,45.46753,"Pictou",
69207,1,"2022-09-24T02:55:14Z","2022-09-30T16:37:50Z",920,4,4,"2022-09-24T02:41:49Z","2022-10-02T02:00:00Z","High Winds and Rain",-62.6582,45.47034,"Pictou",
69147,1,"2022-09-24T02:55:14Z","2022-09-30T11:37:51Z",890,4,4,"2022-09-24T02:37:17Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.23917,44.93197,"Halifax",
69218,1,"2022-09-24T02:55:14Z","2022-09-29T15:58:04Z",772,14,17,"2022-09-24T02:36:09Z","2022-10-02T02:00:00Z","High Winds and Rain",-62.70218,45.48527,"Pictou",
69403,1,"2022-09-24T03:05:22Z","2022-10-02T17:18:02Z",1211,4,4,"2022-09-24T02:55:04Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.23941,44.92648,"Halifax",
69400,1,"2022-09-24T03:05:22Z","2022-10-01T01:07:59Z",970,4,4,"2022-09-24T02:54:37Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.59866,45.55625,"Pictou",
69383,1,"2022-09-24T03:05:22Z","2022-09-30T17:08:13Z",922,4,4,"2022-09-24T02:56:12Z","2022-10-02T02:00:00Z","High Winds and Rain",-62.68156,45.49971,"Pictou",
69424,1,"2022-09-24T03:05:22Z","2022-09-29T19:58:27Z",795,4,4,"2022-09-24T02:52:34Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.37611,45.57503,"Pictou",
69554,1,"2022-09-24T03:15:24Z","2022-10-10T13:44:43Z",2220,4,4,"2022-09-24T02:58:29Z","2022-10-10T21:01:00Z","High Winds and Rain",-62.6918,45.41651,"Pictou",
69595,1,"2022-09-24T03:15:24Z","2022-10-07T20:25:08Z",1925,10,10,"2022-09-24T02:58:58Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.77654,45.43847,"Pictou",
69467,1,"2022-09-24T03:15:24Z","2022-10-07T08:05:22Z",1853,4,4,,,,-62.70834,45.47938,"Pictou",
69569,1,"2022-09-24T03:15:24Z","2022-10-02T12:57:20Z",1184,4,4,"2022-09-24T01:12:26Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.12784,45.22848,"Colchester",
69622,1,"2022-09-24T03:15:24Z","2022-10-01T02:48:10Z",979,4,4,"2022-09-24T03:04:37Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.52993,45.59407,"Pictou",
69435,1,"2022-09-24T03:15:24Z","2022-09-30T08:18:40Z",868,4,4,"2022-09-24T02:21:53Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.22843,44.97438,"Halifax",
69671,1,"2022-09-24T03:25:30Z","2022-10-02T16:27:20Z",1204,4,4,"2022-09-24T03:07:54Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.49607,44.93587,"Halifax",
69736,1,"2022-09-24T03:25:30Z","2022-10-02T16:27:20Z",1204,4,4,"2022-09-24T03:08:01Z","2022-10-03T02:00:00Z","High Winds and Rain",-62.90652,44.73547,"Halifax",
69879,1,"2022-09-24T03:25:30Z","2022-09-30T21:57:56Z",949,4,4,"2022-09-24T03:12:15Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.1073,44.73581,"Halifax",
69766,1,"2022-09-24T03:25:30Z","2022-09-30T18:28:05Z",928,4,4,"2022-09-24T03:10:16Z","2022-10-06T02:00:00Z","High Winds and Rain",-60.29466,46.22721,"Cape Breton",
69684,1,"2022-09-24T03:25:30Z","2022-09-29T23:57:59Z",817,4,4,"2022-09-24T03:10:50Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.24476,45.7366,"Colchester",
70060,1,"2022-09-24T03:35:51Z","2022-10-04T21:16:20Z",1519,4,4,"2022-09-24T03:24:08Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.1014,45.71216,"Pictou",
69975,1,"2022-09-24T03:35:51Z","2022-10-03T23:06:45Z",1387,4,4,"2022-09-24T03:25:04Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.89777,45.1721,"Halifax",
70076,1,"2022-09-24T03:35:51Z","2022-10-02T15:17:24Z",1196,4,4,"2022-09-24T03:23:10Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.48958,45.53224,"Pictou",
69994,1,"2022-09-24T03:35:51Z","2022-10-01T02:48:10Z",977,4,4,"2022-09-24T03:16:59Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.66411,45.47741,"Pictou",
70050,1,"2022-09-24T03:35:51Z","2022-10-01T02:48:10Z",977,4,4,"2022-09-24T03:26:03Z","2022-10-06T02:00:00Z","High Winds and Rain",-60.08071,46.22175,"Cape Breton",
69933,1,"2022-09-24T03:35:51Z","2022-09-29T15:03:26Z",761,4,4,"2022-09-24T03:20:34Z","2022-10-03T02:00:00Z","High Winds and Rain",-62.45019,45.50034,"Pictou",
70185,1,"2022-09-24T03:46:08Z","2022-10-02T19:27:16Z",1220,45,48,"2022-09-24T01:58:54Z","2022-10-03T02:00:00Z","High Winds and Rain",-62.9059,45.12813,"Halifax",
70148,1,"2022-09-24T03:46:08Z","2022-10-02T16:27:20Z",1202,4,4,"2022-09-24T03:03:52Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.61996,44.83795,"Halifax",
70150,1,"2022-09-24T03:46:08Z","2022-09-30T05:28:21Z",848,4,4,"2022-09-24T03:28:07Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.23845,44.90875,"Halifax",
70138,1,"2022-09-24T03:46:08Z","2022-09-29T23:57:59Z",815,4,4,"2022-09-24T03:34:07Z","2022-10-03T02:00:00Z","High Winds and Rain",-62.50189,45.53098,"Pictou",
70254,1,"2022-09-24T03:55:41Z","2022-10-06T11:05:39Z",1727,4,4,"2022-09-24T03:39:18Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.41541,45.55176,"Pictou",
70304,1,"2022-09-24T03:55:41Z","2022-10-04T22:16:21Z",1523,4,4,"2022-09-24T03:41:06Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.09794,45.79154,"Pictou",
70297,1,"2022-09-24T03:55:41Z","2022-10-03T20:16:59Z",1368,4,4,"2022-09-24T03:38:20Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.9634,45.12265,"Halifax",
70239,1,"2022-09-24T03:55:41Z","2022-10-03T13:37:22Z",1328,4,4,"2022-09-24T03:36:59Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.91931,45.56174,"Pictou",
70276,1,"2022-09-24T03:55:41Z","2022-10-02T15:47:48Z",1197,4,4,"2022-09-24T03:36:41Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.91727,45.53773,"Pictou",
70291,1,"2022-09-24T03:55:41Z","2022-10-01T20:57:29Z",1084,4,4,"2022-09-24T03:36:38Z","2022-10-02T02:00:00Z","High Winds and Rain",-63.47551,45.10908,"Hants",
70415,1,"2022-09-24T03:55:41Z","2022-09-30T19:47:54Z",933,4,4,"2022-09-24T03:42:12Z","2022-10-02T02:00:00Z","High Winds and Rain",-63.4766,45.16192,"Hants",
70262,1,"2022-09-24T03:55:41Z","2022-09-30T10:28:16Z",877,209,213,"2022-09-24T03:38:02Z","2022-10-01T02:00:00Z","High Winds and Rain",-60.23424,46.14705,"Cape Breton",
70274,1,"2022-09-24T03:55:41Z","2022-09-29T12:48:14Z",749,4,4,"2022-09-24T03:35:49Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.61787,45.5848,"Pictou",
70478,1,"2022-09-24T04:05:51Z","2022-10-06T07:05:40Z",1703,4,4,"2022-09-24T03:51:42Z","2022-10-08T02:00:00Z","High Winds and Rain",-62.25909,44.97909,"Halifax",
70541,1,"2022-09-24T04:05:51Z","2022-10-06T07:05:40Z",1703,4,4,"2022-09-24T03:48:18Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.0478,45.72022,"Pictou",
70470,1,"2022-09-24T04:05:51Z","2022-10-03T23:26:39Z",1386,4,4,"2022-09-24T03:52:44Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.05435,45.75655,"Pictou",
70517,1,"2022-09-24T04:05:51Z","2022-10-03T20:37:12Z",1369,4,4,"2022-09-24T03:49:56Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.35456,45.67105,"Colchester",
70479,1,"2022-09-24T04:05:51Z","2022-10-03T20:26:51Z",1368,4,4,"2022-09-24T01:12:26Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.10901,45.23673,"Colchester",
70635,1,"2022-09-24T04:05:51Z","2022-10-03T18:57:20Z",1359,4,4,"2022-09-24T03:54:18Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.54756,45.81924,"Cumberland",
70610,1,"2022-09-24T04:05:51Z","2022-10-03T16:07:22Z",1342,4,4,"2022-09-24T03:54:26Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.30464,45.69302,"Colchester",
70526,1,"2022-09-24T04:05:51Z","2022-10-02T12:27:25Z",1176,4,4,"2022-09-24T03:48:16Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.68279,45.6999,"Pictou",
70451,1,"2022-09-24T04:05:51Z","2022-10-02T06:27:25Z",1140,4,4,"2022-09-24T01:42:42Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.1947,45.38203,"Colchester",
70528,1,"2022-09-24T04:05:51Z","2022-10-01T11:57:33Z",1029,4,4,"2022-09-24T03:45:36Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.58514,45.59338,"Pictou",
70553,1,"2022-09-24T04:05:51Z","2022-09-29T19:58:27Z",789,4,4,"2022-09-24T03:48:38Z","2022-10-04T02:00:00Z","High Winds and Rain",-60.2168,46.12294,"Cape Breton",
70585,1,"2022-09-24T04:05:51Z","2022-09-29T19:28:09Z",786,4,4,"2022-09-24T03:46:25Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.24958,44.9462,"Halifax",
70547,1,"2022-09-24T04:05:51Z","2022-09-29T18:38:26Z",781,4,4,"2022-09-24T03:47:16Z","2022-10-04T02:00:00Z","High Winds and Rain",-60.65619,45.92501,"Cape Breton",
70767,1,"2022-09-24T04:16:00Z","2022-10-09T22:24:45Z",2165,4,4,"2022-09-24T03:56:32Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.68914,45.70072,"Pictou",
70714,1,"2022-09-24T04:16:00Z","2022-10-04T11:46:37Z",1458,4,4,"2022-09-24T03:56:25Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.36104,45.63932,"Colchester",
70789,1,"2022-09-24T04:16:00Z","2022-10-02T18:37:17Z",1212,4,4,"2022-09-24T03:59:48Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.07427,45.75153,"Pictou",
70657,1,"2022-09-24T04:16:00Z","2022-10-01T17:27:46Z",1061,4,4,"2022-09-24T03:30:09Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.00173,45.60288,"Antigonish",
70825,1,"2022-09-24T04:16:00Z","2022-09-30T21:47:54Z",943,4,4,"2022-09-24T04:03:12Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.22416,45.67384,"Colchester",
70805,1,"2022-09-24T04:16:00Z","2022-09-30T08:08:19Z",861,4,4,"2022-09-24T04:02:12Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.22801,44.94002,"Halifax",
70920,1,"2022-09-24T04:26:07Z","2022-10-05T12:36:19Z",1606,4,4,"2022-09-24T04:06:52Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.68079,45.51089,"Cumberland",
70888,1,"2022-09-24T04:26:07Z","2022-10-03T22:36:51Z",1379,4,4,"2022-09-24T04:08:08Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.38787,45.72226,"Colchester",
71001,1,"2022-09-24T04:26:07Z","2022-10-03T22:36:51Z",1379,4,4,"2022-09-24T04:10:21Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.36582,45.72981,"Colchester",
70960,1,"2022-09-24T04:26:07Z","2022-10-03T16:07:22Z",1340,4,4,"2022-09-24T04:09:12Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.21827,45.62048,"Colchester",
70911,1,"2022-09-24T04:26:07Z","2022-10-03T07:27:08Z",1288,4,4,"2022-09-24T04:06:07Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.02646,45.7255,"Pictou",
70916,1,"2022-09-24T04:26:07Z","2022-09-30T08:08:19Z",860,4,4,"2022-09-24T04:05:13Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.81711,45.63807,"Cumberland",
70884,1,"2022-09-24T04:26:07Z","2022-09-30T05:38:07Z",845,4,4,"2022-09-24T04:05:55Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.84222,45.59229,"Cumberland",
70941,1,"2022-09-24T04:26:07Z","2022-09-30T05:38:07Z",845,4,4,"2022-09-24T04:07:26Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.93024,45.60635,"Cumberland",
70956,1,"2022-09-24T04:26:07Z","2022-09-29T18:58:09Z",781,4,4,"2022-09-24T04:12:28Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.26694,45.80186,"Cumberland",
71165,1,"2022-09-24T04:35:57Z","2022-10-04T16:56:37Z",1487,4,4,"2022-09-24T04:20:57Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.86227,45.5985,"Cumberland",
71114,1,"2022-09-24T04:35:57Z","2022-10-04T12:46:39Z",1462,4,4,"2022-09-24T04:21:41Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.08668,45.75597,"Pictou",
71026,1,"2022-09-24T04:35:57Z","2022-10-03T18:47:16Z",1355,4,4,"2022-09-24T04:15:54Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.31753,45.66489,"Colchester",
71037,1,"2022-09-24T04:35:57Z","2022-09-30T17:48:00Z",917,4,4,"2022-09-24T04:16:04Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.84452,45.59289,"Cumberland",
71244,1,"2022-09-24T04:46:00Z","2022-10-04T14:56:49Z",1474,35,36,"2022-09-24T02:13:28Z","2022-10-07T02:00:00Z","High Winds and Rain",-63.33905,45.43424,"Colchester",
71293,1,"2022-09-24T04:46:00Z","2022-10-03T23:06:45Z",1380,4,4,"2022-09-24T04:23:47Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.91262,45.17141,"Halifax",
71308,1,"2022-09-24T04:46:00Z","2022-10-03T20:46:54Z",1366,4,4,"2022-09-24T04:25:31Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.31251,45.63419,"Colchester",
71225,1,"2022-09-24T04:46:00Z","2022-10-01T14:17:44Z",1039,4,4,"2022-09-24T04:29:35Z","2022-10-04T02:00:00Z","High Winds and Rain",-60.2957,46.27755,"Cape Breton",
71463,1,"2022-09-24T04:55:52Z","2022-10-02T23:27:04Z",1237,43,45,"2022-09-23T23:33:00Z","2022-10-05T02:00:00Z","High Winds and Rain",-63.49185,45.38748,"Colchester",
71422,1,"2022-09-24T04:55:52Z","2022-10-01T21:17:59Z",1080,4,4,"2022-09-24T04:41:00Z","2022-10-05T02:00:00Z","High Winds and Rain",-62.88684,45.12148,"Halifax",
71444,1,"2022-09-24T04:55:52Z","2022-09-30T06:28:13Z",847,4,4,"2022-09-24T04:23:53Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.93759,44.5358,"Halifax",
71446,1,"2022-09-24T04:55:52Z","2022-09-30T05:38:07Z",842,4,4,"2022-09-24T04:32:35Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.83888,45.59305,"Cumberland",
71437,1,"2022-09-24T04:55:52Z","2022-09-29T22:18:10Z",798,4,4,"2022-09-24T04:42:16Z","2022-10-03T02:00:00Z","High Winds and Rain",-64.25086,45.72971,"Cumberland",
71489,1,"2022-09-24T04:55:52Z","2022-09-29T14:18:20Z",752,4,4,"2022-09-24T04:33:01Z","2022-10-04T02:00:00Z","High Winds and Rain",-60.26436,46.19609,"Cape Breton",
71584,1,"2022-09-24T05:05:55Z","2022-10-02T19:27:16Z",1212,4,4,"2022-09-24T04:45:39Z","2022-10-06T02:00:00Z","High Winds and Rain",-60.29223,46.17962,"Cape Breton",
71546,1,"2022-09-24T05:05:55Z","2022-10-01T20:07:59Z",1072,421,432,"2022-09-24T04:47:12Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.35712,45.41134,"Colchester",
71558,1,"2022-09-24T05:05:55Z","2022-10-01T18:57:36Z",1065,4,4,"2022-09-24T04:50:38Z","2022-10-04T02:00:00Z","High Winds and Rain",-60.28515,46.29799,"Cape Breton",
71596,1,"2022-09-24T05:05:55Z","2022-10-01T00:17:55Z",953,4,4,"2022-09-24T04:49:43Z","2022-10-06T02:00:00Z","High Winds and Rain",-60.01071,46.2134,"Cape Breton",
71685,1,"2022-09-24T05:16:02Z","2022-10-01T14:47:46Z",1039,47,50,"2022-09-24T02:20:19Z","2022-10-03T02:00:00Z","High Winds and Rain",-63.14176,45.01128,"Halifax",
71704,1,"2022-09-24T05:16:02Z","2022-10-01T00:48:06Z",955,8,8,,,,-60.07854,46.21277,"Cape Breton",
